satisfaction_level;last_evaluation;number_project;average_monthly_hours;tenure;work_accident;promotion_last_5years;salary;department;left;workload_segment;high_performer_unsatisfied;critical_tenure;overdue_promotion;risk_score;leaving_probability;attrition_risk;risk_reasons
0,2;0,6;5;261;8;0;0;medium;sales;0;Overworked;0;0;1;2;0,10031897446812636;Low Risk;Low Satisfaction | Overworked | Overdue for Promotion
0,96;0,89;2;239;6;1;0;medium;sales;0;Balanced;0;0;1;1;0,10029724831032062;Low Risk;Too Few Projects (<3) | Overdue for Promotion
0,98;0,93;5;145;4;0;0;low;IT;0;Underutilized;0;1;0;3;0,10029177383959892;Low Risk;Critical Tenure (Year 3-5) | Underutilized | Low Salary
0,84;0,92;4;274;3;0;0;medium;management;0;Overworked;0;1;0;2;0,10013965272853056;Low Risk;Critical Tenure (Year 3-5) | Overworked
0,15;0,53;6;222;3;0;0;medium;technical;0;Balanced;0;1;0;1;0,10009481960999513;Low Risk;Low Satisfaction | Critical Tenure (Year 3-5) | Too Many Projects (>5)
0,49;0,88;4;270;3;0;0;low;product_mng;0;Overworked;1;1;0;4;0,10006687146918473;Low Risk;Critical Tenure (Year 3-5) | Overworked | High Performer but Unsatisfied | Low Salary
0,31;0,87;6;240;3;1;0;low;hr;0;Balanced;1;1;0;3;0,09993390076190996;Low Risk;Low Satisfaction | Critical Tenure (Year 3-5) | Too Many Projects (>5) | High Performer but Unsatisfied | Low Salary
0,27;0,39;4;193;4;0;0;medium;technical;0;Balanced;0;1;0;1;0,09993245725324579;Low Risk;Low Satisfaction | Critical Tenure (Year 3-5)
0,48;0,8;5;235;2;0;0;medium;support;0;Balanced;0;0;0;0;0,09992568964145988;Low Risk;No clear risk factor
0,62;0,68;4;251;4;0;0;medium;marketing;0;Overworked;0;1;0;2;0,09989167911298505;Low Risk;Critical Tenure (Year 3-5) | Overworked
0,7;0,8;5;245;4;0;0;high;support;0;Balanced;0;1;0;1;0,09985151185778063;Low Risk;Critical Tenure (Year 3-5)
0,16;0,57;5;144;4;1;0;low;product_mng;0;Underutilized;0;1;0;3;0,09980590597548337;Low Risk;Low Satisfaction | Critical Tenure (Year 3-5) | Underutilized | Low Salary
0,52;0,88;3;261;4;0;0;medium;sales;0;Overworked;0;1;0;2;0,09971836618719042;Low Risk;Critical Tenure (Year 3-5) | Overworked
0,39;0,38;2;106;3;1;0;medium;support;0;Underutilized;0;1;0;2;0,09965138436755941;Low Risk;Low Satisfaction | Critical Tenure (Year 3-5) | Underutilized | Too Few Projects (<3)
1,0;0,86;2;264;3;0;0;medium;IT;0;Overworked;0;1;0;2;0,09959457508063223;Low Risk;Critical Tenure (Year 3-5) | Overworked | Too Few Projects (<3)
0,5;0,51;5;238;4;0;0;medium;technical;0;Balanced;0;1;0;1;0,09959395655316623;Low Risk;Critical Tenure (Year 3-5)
0,85;0,83;4;219;3;0;0;low;technical;0;Balanced;0;1;0;2;0,09955764143148028;Low Risk;Critical Tenure (Year 3-5) | Low Salary
0,18;0,46;5;202;4;0;0;medium;support;0;Balanced;0;1;0;1;0,09942800183030669;Low Risk;Low Satisfaction | Critical Tenure (Year 3-5)
0,55;0,76;4;233;4;0;0;low;IT;0;Balanced;0;1;0;2;0,09940684934223162;Low Risk;Critical Tenure (Year 3-5) | Low Salary
0,72;0,5;3;257;6;0;0;low;IT;0;Overworked;0;0;1;3;0,09936904670218615;Low Risk;Overworked | Overdue for Promotion | Low Salary
0,84;0,84;4;266;3;0;0;low;support;0;Overworked;0;1;0;3;0,09936819489401462;Low Risk;Critical Tenure (Year 3-5) | Overworked | Low Salary
0,93;0,62;3;231;6;0;0;medium;hr;0;Balanced;0;0;1;1;0,09928431165332714;Low Risk;Overdue for Promotion
0,5;0,97;4;269;3;0;0;low;sales;0;Overworked;0;1;0;3;0,09928022511468101;Low Risk;Critical Tenure (Year 3-5) | Overworked | Low Salary
0,24;0,48;5;123;5;1;0;low;sales;0;Underutilized;0;1;1;4;0,0992735812120946;Low Risk;Low Satisfaction | Critical Tenure (Year 3-5) | Underutilized | Overdue for Promotion | Low Salary
0,63;0,93;6;171;3;1;0;low;support;0;Balanced;0;1;0;2;0,09926740308980415;Low Risk;Critical Tenure (Year 3-5) | Too Many Projects (>5) | Low Salary
0,22;0,84;3;131;5;1;0;low;technical;0;Underutilized;1;1;1;5;0,0992420660423879;Low Risk;Low Satisfaction | Critical Tenure (Year 3-5) | Underutilized | High Performer but Unsatisfied | Overdue for Promotion | Low Salary
0,51;0,5;5;176;5;0;0;medium;support;0;Balanced;0;1;1;2;0,09922941918009405;Low Risk;Critical Tenure (Year 3-5) | Overdue for Promotion
0,96;0,53;5;224;4;0;0;low;sales;0;Balanced;0;1;0;2;0,09920542142080128;Low Risk;Critical Tenure (Year 3-5) | Low Salary
0,76;0,84;5;249;3;0;0;low;support;0;Balanced;0;1;0;2;0,09915710286290395;Low Risk;Critical Tenure (Year 3-5) | Low Salary
0,39;0,48;3;169;3;0;0;medium;support;0;Balanced;0;1;0;1;0,09912870827472692;Low Risk;Low Satisfaction | Critical Tenure (Year 3-5)
0,32;0,69;6;192;3;0;0;high;sales;0;Balanced;0;1;0;1;0,09909689283666538;Low Risk;Low Satisfaction | Critical Tenure (Year 3-5) | Too Many Projects (>5)
0,94;0,97;2;221;2;0;0;medium;technical;0;Balanced;0;0;0;0;0,09905328628041782;Low Risk;Too Few Projects (<3)
0,69;0,54;3;164;7;0;0;medium;sales;0;Balanced;0;0;1;1;0,09904735121541919;Low Risk;Overdue for Promotion
0,89;0,95;2;181;5;0;0;medium;technical;1;Balanced;0;1;1;2;0,0990399326102916;Low Risk;Critical Tenure (Year 3-5) | Too Few Projects (<3) | Overdue for Promotion
0,19;0,5;6;143;5;1;0;low;sales;0;Underutilized;0;1;1;4;0,09902783719586009;Low Risk;Low Satisfaction | Critical Tenure (Year 3-5) | Underutilized | Too Many Projects (>5) | Overdue for Promotion | Low Salary
0,68;0,97;5;207;4;1;0;low;RandD;0;Balanced;0;1;0;2;0,09899278077689283;Low Risk;Critical Tenure (Year 3-5) | Low Salary
0,95;0,74;5;243;6;0;0;medium;management;0;Balanced;0;0;1;1;0,09894497617403894;Low Risk;Overdue for Promotion
0,71;0,93;5;140;8;0;0;medium;marketing;0;Underutilized;0;0;1;2;0,09891819933079582;Low Risk;Underutilized | Overdue for Promotion
0,75;0,55;3;253;6;0;0;medium;IT;0;Overworked;0;0;1;2;0,09890332750885107;Low Risk;Overworked | Overdue for Promotion
0,9;0,83;3;273;4;0;0;medium;support;0;Overworked;0;1;0;2;0,09890283432737518;Low Risk;Critical Tenure (Year 3-5) | Overworked
0,18;0,75;3;250;3;0;0;medium;technical;0;Overworked;0;1;0;2;0,09887048575867351;Low Risk;Low Satisfaction | Critical Tenure (Year 3-5) | Overworked
0,17;0,5;4;274;6;0;0;medium;sales;0;Overworked;0;0;1;2;0,09882220359963251;Low Risk;Low Satisfaction | Overworked | Overdue for Promotion
0,84;0,52;6;98;3;0;0;low;marketing;0;Underutilized;0;1;0;3;0,09881148504693801;Low Risk;Critical Tenure (Year 3-5) | Underutilized | Too Many Projects (>5) | Low Salary
0,66;0,91;3;191;4;0;0;low;technical;0;Balanced;0;1;0;2;0,09874183646186645;Low Risk;Critical Tenure (Year 3-5) | Low Salary
0,45;0,75;4;169;2;0;0;low;sales;0;Balanced;0;0;0;1;0,09870869725938722;Low Risk;Low Satisfaction | Low Salary
0,23;0,67;4;163;5;0;1;low;support;0;Balanced;0;1;0;2;0,09869857276139844;Low Risk;Low Satisfaction | Critical Tenure (Year 3-5) | Low Salary
0,18;0,64;3;223;4;1;0;low;sales;0;Balanced;0;1;0;2;0,09869187026191435;Low Risk;Low Satisfaction | Critical Tenure (Year 3-5) | Low Salary
0,78;0,98;5;252;3;0;0;high;sales;0;Overworked;0;1;0;2;0,09864876594175556;Low Risk;Critical Tenure (Year 3-5) | Overworked
0,75;0,78;4;158;5;1;0;medium;RandD;0;Balanced;0;1;1;2;0,09861963075599603;Low Risk;Critical Tenure (Year 3-5) | Overdue for Promotion
0,91;1,0;4;125;4;0;0;medium;sales;0;Underutilized;0;1;0;2;0,09861791853002001;Low Risk;Critical Tenure (Year 3-5) | Underutilized
0,91;0,83;4;235;3;0;0;low;technical;0;Balanced;0;1;0;2;0,0986023539988745;Low Risk;Critical Tenure (Year 3-5) | Low Salary
0,63;0,91;3;233;4;0;0;medium;IT;0;Balanced;0;1;0;1;0,0984529228085533;Low Risk;Critical Tenure (Year 3-5)
0,98;0,56;3;103;5;0;0;medium;technical;0;Underutilized;0;1;1;3;0,09844169622777542;Low Risk;Critical Tenure (Year 3-5) | Underutilized | Overdue for Promotion
0,28;0,51;3;124;3;0;0;low;technical;0;Underutilized;0;1;0;3;0,0984224592864607;Low Risk;Low Satisfaction | Critical Tenure (Year 3-5) | Underutilized | Low Salary
0,55;0,88;4;252;3;0;0;low;management;0;Overworked;0;1;0;3;0,09839266062355971;Low Risk;Critical Tenure (Year 3-5) | Overworked | Low Salary
0,65;0,37;3;170;6;0;0;low;IT;0;Balanced;0;0;1;2;0,09831852696780315;Low Risk;Overdue for Promotion | Low Salary
0,65;0,54;6;181;4;0;0;low;RandD;0;Balanced;0;1;0;2;0,09817367036468054;Low Risk;Critical Tenure (Year 3-5) | Too Many Projects (>5) | Low Salary
0,83;0,59;5;160;4;0;0;low;product_mng;0;Balanced;0;1;0;2;0,09808351419717559;Low Risk;Critical Tenure (Year 3-5) | Low Salary
0,98;0,96;4;253;3;0;0;low;sales;0;Overworked;0;1;0;3;0,09807405221464613;Low Risk;Critical Tenure (Year 3-5) | Overworked | Low Salary
0,96;0,37;2;159;6;0;0;low;RandD;0;Balanced;0;0;1;2;0,0980102363909673;Low Risk;Too Few Projects (<3) | Overdue for Promotion | Low Salary
0,2;0,56;3;217;5;0;0;medium;hr;0;Balanced;0;1;1;2;0,09793902905916588;Low Risk;Low Satisfaction | Critical Tenure (Year 3-5) | Overdue for Promotion
0,52;0,82;4;198;4;0;0;low;sales;0;Balanced;0;1;0;2;0,09788802234952856;Low Risk;Critical Tenure (Year 3-5) | Low Salary
0,7;0,56;4;107;6;0;0;medium;support;0;Underutilized;0;0;1;2;0,09788705634855747;Low Risk;Underutilized | Overdue for Promotion
0,66;0,84;3;170;4;0;0;low;support;0;Balanced;0;1;0;2;0,0978765935512694;Low Risk;Critical Tenure (Year 3-5) | Low Salary
0,46;0,79;2;108;3;0;0;low;sales;0;Underutilized;0;1;0;3;0,09787069461626557;Low Risk;Low Satisfaction | Critical Tenure (Year 3-5) | Underutilized | Too Few Projects (<3) | Low Salary
0,22;0,9;4;209;5;0;0;medium;technical;0;Balanced;1;1;1;3;0,0978588637059517;Low Risk;Low Satisfaction | Critical Tenure (Year 3-5) | High Performer but Unsatisfied | Overdue for Promotion
0,62;0,63;5;153;6;0;0;medium;technical;0;Balanced;0;0;1;1;0,09784736145296902;Low Risk;Overdue for Promotion
0,89;0,99;2;258;3;0;0;medium;sales;0;Overworked;0;1;0;2;0,09780537991312768;Low Risk;Critical Tenure (Year 3-5) | Overworked | Too Few Projects (<3)
0,14;0,83;5;175;6;1;0;low;IT;0;Balanced;1;0;1;3;0,0977973448307246;Low Risk;Low Satisfaction | High Performer but Unsatisfied | Overdue for Promotion | Low Salary
0,93;1,0;3;148;4;0;0;low;sales;0;Underutilized;0;1;0;3;0,09779728029108649;Low Risk;Critical Tenure (Year 3-5) | Underutilized | Low Salary
0,63;0,85;3;232;4;0;0;medium;IT;0;Balanced;0;1;0;1;0,09778200999563534;Low Risk;Critical Tenure (Year 3-5)
0,81;0,85;4;134;10;1;0;medium;management;0;Underutilized;0;0;1;2;0,09775284211899232;Low Risk;Underutilized | Overdue for Promotion
0,47;0,81;4;133;3;0;0;low;RandD;1;Underutilized;1;1;0;4;0,09772500252904023;Low Risk;Critical Tenure (Year 3-5) | Underutilized | High Performer but Unsatisfied | Low Salary
0,98;0,79;4;231;4;0;0;medium;support;0;Balanced;0;1;0;1;0,097672593120841;Low Risk;Critical Tenure (Year 3-5)
0,3;0,71;3;155;2;0;0;low;sales;0;Balanced;0;0;0;1;0,09765337011947056;Low Risk;Low Satisfaction | Low Salary
0,72;0,95;4;230;3;0;0;low;technical;0;Balanced;0;1;0;2;0,09763959596405725;Low Risk;Critical Tenure (Year 3-5) | Low Salary
0,86;0,89;4;136;4;0;0;medium;technical;0;Underutilized;0;1;0;2;0,09757376380557657;Low Risk;Critical Tenure (Year 3-5) | Underutilized
0,89;0,84;6;196;4;0;0;medium;sales;0;Balanced;0;1;0;1;0,09756210636588342;Low Risk;Critical Tenure (Year 3-5) | Too Many Projects (>5)
0,69;0,9;2;155;2;0;0;low;technical;0;Balanced;0;0;0;1;0,09753857851128477;Low Risk;Too Few Projects (<3) | Low Salary
0,74;0,95;5;170;4;0;0;medium;technical;0;Balanced;0;1;0;1;0,09750123367641565;Low Risk;Critical Tenure (Year 3-5)
0,49;0,58;3;265;3;0;0;low;support;0;Overworked;0;1;0;3;0,0974847205246826;Low Risk;Critical Tenure (Year 3-5) | Overworked | Low Salary
0,72;0,72;5;194;4;0;0;low;technical;0;Balanced;0;1;0;2;0,09747735367426437;Low Risk;Critical Tenure (Year 3-5) | Low Salary
0,23;0,87;5;258;4;1;0;high;accounting;0;Overworked;1;1;0;3;0,09741745123713665;Low Risk;Low Satisfaction | Critical Tenure (Year 3-5) | Overworked | High Performer but Unsatisfied
0,53;0,72;2;172;5;0;0;low;sales;0;Balanced;0;1;1;3;0,09739788936742476;Low Risk;Critical Tenure (Year 3-5) | Too Few Projects (<3) | Overdue for Promotion | Low Salary
0,35;0,47;4;151;6;0;0;medium;management;0;Underutilized;0;0;1;2;0,09733611982449682;Low Risk;Low Satisfaction | Underutilized | Overdue for Promotion
0,26;0,83;3;168;3;0;0;low;sales;0;Balanced;1;1;0;3;0,09732921312528563;Low Risk;Low Satisfaction | Critical Tenure (Year 3-5) | High Performer but Unsatisfied | Low Salary
0,96;0,99;4;233;3;0;0;low;sales;0;Balanced;0;1;0;2;0,0973140039709237;Low Risk;Critical Tenure (Year 3-5) | Low Salary
0,55;0,99;4;238;3;0;0;low;sales;0;Balanced;0;1;0;2;0,09731335834426881;Low Risk;Critical Tenure (Year 3-5) | Low Salary
0,93;0,7;5;206;4;0;0;low;accounting;0;Balanced;0;1;0;2;0,09730620452806804;Low Risk;Critical Tenure (Year 3-5) | Low Salary
0,22;0,98;4;185;3;0;0;low;support;0;Balanced;1;1;0;3;0,09725757011021974;Low Risk;Low Satisfaction | Critical Tenure (Year 3-5) | High Performer but Unsatisfied | Low Salary
0,59;0,51;2;126;3;0;0;medium;sales;0;Underutilized;0;1;0;2;0,09721605532425243;Low Risk;Critical Tenure (Year 3-5) | Underutilized | Too Few Projects (<3)
0,9;0,79;3;222;6;1;0;medium;technical;0;Balanced;0;0;1;1;0,09721307680007304;Low Risk;Overdue for Promotion
0,64;0,74;4;157;4;0;0;low;accounting;0;Balanced;0;1;0;2;0,09719601694376884;Low Risk;Critical Tenure (Year 3-5) | Low Salary
0,47;0,44;5;255;5;1;0;low;support;0;Overworked;0;1;1;4;0,09719459726269479;Low Risk;Critical Tenure (Year 3-5) | Overworked | Overdue for Promotion | Low Salary
0,44;0,87;5;104;4;0;0;high;technical;0;Underutilized;1;1;0;3;0,09718488007022698;Low Risk;Low Satisfaction | Critical Tenure (Year 3-5) | Underutilized | High Performer but Unsatisfied
0,14;0,52;4;217;6;0;0;low;sales;0;Balanced;0;0;1;2;0,0971685657025528;Low Risk;Low Satisfaction | Overdue for Promotion | Low Salary
0,92;0,85;3;151;6;1;0;low;sales;0;Underutilized;0;0;1;3;0,09714516003096081;Low Risk;Underutilized | Overdue for Promotion | Low Salary
0,76;0,4;2;245;5;0;0;medium;product_mng;0;Balanced;0;1;1;2;0,09712380472767532;Low Risk;Critical Tenure (Year 3-5) | Too Few Projects (<3) | Overdue for Promotion
0,18;0,76;5;173;4;0;0;medium;support;0;Balanced;0;1;0;1;0,097100327242483;Low Risk;Low Satisfaction | Critical Tenure (Year 3-5)
0,29;0,57;5;149;3;0;0;low;sales;0;Underutilized;0;1;0;3;0,09707006341185796;Low Risk;Low Satisfaction | Critical Tenure (Year 3-5) | Underutilized | Low Salary
0,73;0,62;5;186;4;0;0;low;technical;0;Balanced;0;1;0;2;0,09704690211408636;Low Risk;Critical Tenure (Year 3-5) | Low Salary
0,34;0,6;4;154;2;0;0;low;hr;0;Balanced;0;0;0;1;0,09704669346991135;Low Risk;Low Satisfaction | Low Salary
0,6;0,42;2;109;6;0;0;low;sales;0;Underutilized;0;0;1;3;0,09704320382937555;Low Risk;Underutilized | Too Few Projects (<3) | Overdue for Promotion | Low Salary
0,32;0,86;4;214;5;0;0;medium;sales;0;Balanced;1;1;1;3;0,09703746457811131;Low Risk;Low Satisfaction | Critical Tenure (Year 3-5) | High Performer but Unsatisfied | Overdue for Promotion
0,88;0,87;5;257;3;0;0;medium;IT;0;Overworked;0;1;0;2;0,09703237496686493;Low Risk;Critical Tenure (Year 3-5) | Overworked
0,31;0,87;4;184;3;0;0;low;technical;1;Balanced;1;1;0;3;0,09691777854368672;Low Risk;Low Satisfaction | Critical Tenure (Year 3-5) | High Performer but Unsatisfied | Low Salary
0,24;0,63;4;203;5;0;0;low;technical;0;Balanced;0;1;1;3;0,0969126698149849;Low Risk;Low Satisfaction | Critical Tenure (Year 3-5) | Overdue for Promotion | Low Salary
0,37;0,41;2;146;2;0;0;medium;support;0;Underutilized;0;0;0;1;0,09690225225964623;Low Risk;Low Satisfaction | Underutilized | Too Few Projects (<3)
0,19;0,61;4;127;8;0;0;low;sales;0;Underutilized;0;0;1;3;0,096887731951449;Low Risk;Low Satisfaction | Underutilized | Overdue for Promotion | Low Salary
0,95;0,66;4;223;10;0;0;low;IT;0;Balanced;0;0;1;2;0,09679073302977141;Low Risk;Overdue for Promotion | Low Salary
0,96;0,95;6;215;4;0;0;low;IT;0;Balanced;0;1;0;2;0,09677768198910774;Low Risk;Critical Tenure (Year 3-5) | Too Many Projects (>5) | Low Salary
0,21;0,81;5;142;4;0;0;medium;sales;0;Underutilized;1;1;0;3;0,09676792015257757;Low Risk;Low Satisfaction | Critical Tenure (Year 3-5) | Underutilized | High Performer but Unsatisfied
0,75;0,76;5;175;4;0;0;low;IT;0;Balanced;0;1;0;2;0,09667401045809447;Low Risk;Critical Tenure (Year 3-5) | Low Salary
0,75;0,71;4;155;4;0;0;low;technical;0;Balanced;0;1;0;2;0,09664386890387248;Low Risk;Critical Tenure (Year 3-5) | Low Salary
0,17;0,6;5;144;6;0;0;medium;technical;0;Underutilized;0;0;1;2;0,09661636651860371;Low Risk;Low Satisfaction | Underutilized | Overdue for Promotion
0,15;0,86;3;204;4;0;0;medium;support;0;Balanced;1;1;0;2;0,09658892368833183;Low Risk;Low Satisfaction | Critical Tenure (Year 3-5) | High Performer but Unsatisfied
0,14;0,73;5;273;4;1;0;low;sales;0;Overworked;0;1;0;3;0,09654203970185465;Low Risk;Low Satisfaction | Critical Tenure (Year 3-5) | Overworked | Low Salary
0,24;0,65;6;275;5;1;1;medium;support;0;Overworked;0;1;0;2;0,09654014017556532;Low Risk;Low Satisfaction | Critical Tenure (Year 3-5) | Overworked | Too Many Projects (>5)
0,82;0,97;5;235;3;0;0;medium;support;0;Balanced;0;1;0;1;0,09653031964705287;Low Risk;Critical Tenure (Year 3-5)
0,71;0,99;2;136;3;0;0;low;IT;0;Underutilized;0;1;0;3;0,09648448301783168;Low Risk;Critical Tenure (Year 3-5) | Underutilized | Too Few Projects (<3) | Low Salary
0,52;0,84;3;261;8;0;1;low;accounting;0;Overworked;0;0;0;2;0,09646851103278027;Low Risk;Overworked | Low Salary
0,13;0,72;4;148;5;0;0;medium;hr;0;Underutilized;0;1;1;3;0,09640733477888608;Low Risk;Low Satisfaction | Critical Tenure (Year 3-5) | Underutilized | Overdue for Promotion
0,95;0,96;4;244;3;0;0;low;sales;0;Balanced;0;1;0;2;0,09630766625386643;Low Risk;Critical Tenure (Year 3-5) | Low Salary
0,34;0,49;4;149;3;0;0;medium;technical;0;Underutilized;0;1;0;2;0,09628487780948423;Low Risk;Low Satisfaction | Critical Tenure (Year 3-5) | Underutilized
0,17;0,93;5;183;5;0;0;high;accounting;0;Balanced;1;1;1;3;0,09626985674073821;Low Risk;Low Satisfaction | Critical Tenure (Year 3-5) | High Performer but Unsatisfied | Overdue for Promotion
0,4;0,79;5;181;5;0;0;medium;IT;0;Balanced;0;1;1;2;0,09626200542828332;Low Risk;Low Satisfaction | Critical Tenure (Year 3-5) | Overdue for Promotion
0,19;0,91;5;145;3;0;0;low;management;0;Underutilized;1;1;0;4;0,09626006217913216;Low Risk;Low Satisfaction | Critical Tenure (Year 3-5) | Underutilized | High Performer but Unsatisfied | Low Salary
0,75;0,56;5;175;4;0;0;low;support;0;Balanced;0;1;0;2;0,09625370563707987;Low Risk;Critical Tenure (Year 3-5) | Low Salary
0,2;0,49;5;199;5;0;0;low;sales;0;Balanced;0;1;1;3;0,09624098891697606;Low Risk;Low Satisfaction | Critical Tenure (Year 3-5) | Overdue for Promotion | Low Salary
0,76;0,98;4;258;3;0;0;low;RandD;0;Overworked;0;1;0;3;0,0961600328373329;Low Risk;Critical Tenure (Year 3-5) | Overworked | Low Salary
0,77;0,67;4;225;4;0;0;low;hr;0;Balanced;0;1;0;2;0,09612091332593095;Low Risk;Critical Tenure (Year 3-5) | Low Salary
1,0;0,83;4;280;4;1;0;low;sales;0;Overworked;0;1;0;3;0,09611287359348929;Low Risk;Critical Tenure (Year 3-5) | Overworked | Low Salary
0,53;0,63;5;159;4;0;0;low;sales;0;Balanced;0;1;0;2;0,09610985695969006;Low Risk;Critical Tenure (Year 3-5) | Low Salary
0,61;0,98;3;138;5;1;0;medium;hr;0;Underutilized;0;1;1;3;0,0960829021976913;Low Risk;Critical Tenure (Year 3-5) | Underutilized | Overdue for Promotion
0,87;0,88;4;140;8;0;0;medium;marketing;0;Underutilized;0;0;1;2;0,09605497539191057;Low Risk;Underutilized | Overdue for Promotion
0,8;0,96;4;268;3;0;0;medium;technical;0;Overworked;0;1;0;2;0,09605476921968376;Low Risk;Critical Tenure (Year 3-5) | Overworked
0,74;0,68;3;242;5;1;0;medium;support;0;Balanced;0;1;1;2;0,09605401662597676;Low Risk;Critical Tenure (Year 3-5) | Overdue for Promotion
0,98;0,87;3;239;4;0;0;medium;support;0;Balanced;0;1;0;1;0,09603635808659654;Low Risk;Critical Tenure (Year 3-5)
0,66;0,72;4;223;4;0;0;low;IT;0;Balanced;0;1;0;2;0,09602768836778659;Low Risk;Critical Tenure (Year 3-5) | Low Salary
0,87;0,95;4;251;3;0;0;medium;technical;0;Overworked;0;1;0;2;0,09593615464262943;Low Risk;Critical Tenure (Year 3-5) | Overworked
0,49;0,6;2;113;5;0;0;low;IT;0;Underutilized;0;1;1;4;0,09590999512929776;Low Risk;Critical Tenure (Year 3-5) | Underutilized | Too Few Projects (<3) | Overdue for Promotion | Low Salary
0,37;0,63;4;167;3;0;0;low;IT;0;Balanced;0;1;0;2;0,09587093224411197;Low Risk;Low Satisfaction | Critical Tenure (Year 3-5) | Low Salary
0,74;1,0;4;219;3;0;0;medium;management;0;Balanced;0;1;0;1;0,09586829086581161;Low Risk;Critical Tenure (Year 3-5)
0,94;0,73;3;268;10;0;0;medium;technical;0;Overworked;0;0;1;2;0,09585259608687151;Low Risk;Overworked | Overdue for Promotion
0,59;0,57;3;147;4;0;0;low;technical;0;Underutilized;0;1;0;3;0,0957951789259357;Low Risk;Critical Tenure (Year 3-5) | Underutilized | Low Salary
0,42;0,67;2;115;3;0;0;high;sales;0;Underutilized;0;1;0;2;0,09574755664233874;Low Risk;Low Satisfaction | Critical Tenure (Year 3-5) | Underutilized | Too Few Projects (<3)
0,85;0,74;5;170;4;0;0;low;IT;0;Balanced;0;1;0;2;0,09574568809815258;Low Risk;Critical Tenure (Year 3-5) | Low Salary
0,71;0,94;4;246;3;0;0;low;marketing;0;Balanced;0;1;0;2;0,09571829740247231;Low Risk;Critical Tenure (Year 3-5) | Low Salary
0,33;0,41;2;198;4;0;0;medium;technical;0;Balanced;0;1;0;1;0,0957114349401417;Low Risk;Low Satisfaction | Critical Tenure (Year 3-5) | Too Few Projects (<3)
0,58;0,7;5;151;4;0;0;medium;marketing;0;Underutilized;0;1;0;2;0,0955643961751953;Low Risk;Critical Tenure (Year 3-5) | Underutilized
0,2;0,57;4;269;5;1;0;low;IT;0;Overworked;0;1;1;4;0,09555470696967536;Low Risk;Low Satisfaction | Critical Tenure (Year 3-5) | Overworked | Overdue for Promotion | Low Salary
0,43;0,85;6;168;2;0;0;low;technical;0;Balanced;1;0;0;2;0,09544366362813263;Low Risk;Low Satisfaction | Too Many Projects (>5) | High Performer but Unsatisfied | Low Salary
0,64;0,91;5;246;3;0;0;low;hr;0;Balanced;0;1;0;2;0,09541850850468332;Low Risk;Critical Tenure (Year 3-5) | Low Salary
0,57;0,75;5;171;4;0;0;medium;support;0;Balanced;0;1;0;1;0,09536330799022083;Low Risk;Critical Tenure (Year 3-5)
0,57;0,75;5;172;4;0;0;medium;support;0;Balanced;0;1;0;1;0,09536330799022083;Low Risk;Critical Tenure (Year 3-5)
0,29;0,57;5;98;5;0;0;medium;hr;0;Underutilized;0;1;1;3;0,09535477911035749;Low Risk;Low Satisfaction | Critical Tenure (Year 3-5) | Underutilized | Overdue for Promotion
0,49;0,99;6;205;5;0;0;high;technical;0;Balanced;1;1;1;3;0,09532592700187541;Low Risk;Critical Tenure (Year 3-5) | Too Many Projects (>5) | High Performer but Unsatisfied | Overdue for Promotion
0,84;0,91;3;247;4;0;0;low;marketing;0;Balanced;0;1;0;2;0,09527691994394884;Low Risk;Critical Tenure (Year 3-5) | Low Salary
0,37;0,88;4;155;3;0;0;medium;sales;0;Balanced;1;1;0;2;0,09526122259920022;Low Risk;Low Satisfaction | Critical Tenure (Year 3-5) | High Performer but Unsatisfied
0,26;0,91;5;183;6;0;0;medium;IT;0;Balanced;1;0;1;2;0,09522991210277282;Low Risk;Low Satisfaction | High Performer but Unsatisfied | Overdue for Promotion
0,5;0,91;3;240;3;0;0;low;sales;0;Balanced;0;1;0;2;0,09519157215752251;Low Risk;Critical Tenure (Year 3-5) | Low Salary
0,74;0,76;5;255;4;0;0;medium;sales;0;Overworked;0;1;0;2;0,09519022449975738;Low Risk;Critical Tenure (Year 3-5) | Overworked
0,69;0,93;3;228;4;0;0;medium;technical;0;Balanced;0;1;0;1;0,09513329066454959;Low Risk;Critical Tenure (Year 3-5)
0,96;0,84;4;272;4;1;0;medium;sales;0;Overworked;0;1;0;2;0,09505276958361969;Low Risk;Critical Tenure (Year 3-5) | Overworked
0,17;0,76;4;171;5;0;0;low;product_mng;0;Balanced;0;1;1;3;0,09502891212514135;Low Risk;Low Satisfaction | Critical Tenure (Year 3-5) | Overdue for Promotion | Low Salary
0,48;0,79;3;180;2;0;0;medium;technical;0;Balanced;0;0;0;0;0,09491749113877462;Low Risk;No clear risk factor
0,27;0,75;5;264;3;0;0;medium;technical;0;Overworked;0;1;0;2;0,09476526884155075;Low Risk;Low Satisfaction | Critical Tenure (Year 3-5) | Overworked
0,41;0,5;3;193;3;0;0;medium;sales;0;Balanced;0;1;0;1;0,09474667539851284;Low Risk;Low Satisfaction | Critical Tenure (Year 3-5)
0,48;0,87;3;267;2;0;0;low;IT;0;Overworked;1;0;0;3;0,0947355788984443;Low Risk;Overworked | High Performer but Unsatisfied | Low Salary
0,76;0,4;2;122;5;0;0;low;sales;0;Underutilized;0;1;1;4;0,09471210355281683;Low Risk;Critical Tenure (Year 3-5) | Underutilized | Too Few Projects (<3) | Overdue for Promotion | Low Salary
